Date,Client Name,Legal Entity,Received Amount,Delivered Amount,Net Amount
2014-05-01,JP Morgan,CitiBank Pune,63686,75881,-12195
2014-06-01,JP Morgan,CitiBank Pune,66374,72476,-6102
2014-07-01,JP Morgan,CitiBank Pune,61153,71161,-10008
2014-08-01,JP Morgan,CitiBank Pune,65265,74996,-9731
2014-09-01,JP Morgan,CitiBank Pune,62491,75432,-12941
2014-10-01,JP Morgan,CitiBank Pune,63738,79112,-15374
2014-11-01,JP Morgan,CitiBank Pune,61823,74568,-12745
2014-12-01,JP Morgan,CitiBank Pune,66462,76512,-10050
2015-01-01,JP Morgan,CitiBank Pune,78442,67844,10598
2015-02-01,JP Morgan,CitiBank Pune,79849,64568,15281
2015-03-01,JP Morgan,CitiBank Pune,78732,64847,13885
2015-04-01,JP Morgan,CitiBank Pune,78358,62397,15961
2015-05-01,JP Morgan,CitiBank Pune,76471,64832,11639
2015-06-01,JP Morgan,CitiBank Pune,75677,68877,6800
2015-07-01,JP Morgan,CitiBank Pune,77512,65682,11830
2015-08-01,JP Morgan,CitiBank Pune,72336,66928,5408
2015-09-01,JP Morgan,CitiBank Pune,75615,68588,7027
2015-10-01,JP Morgan,CitiBank Pune,79781,67885,11896
2015-11-01,JP Morgan,CitiBank Pune,85529,68538,16991
2015-12-01,JP Morgan,CitiBank Pune,86992,69584,17408
2016-01-01,JP Morgan,CitiBank Pune,82343,66738,15605
2016-02-01,JP Morgan,CitiBank Pune,82218,61544,20674
2016-03-01,JP Morgan,CitiBank Pune,86768,62568,24200
2016-04-01,JP Morgan,CitiBank Pune,84986,69865,15121
2016-05-01,JP Morgan,CitiBank Pune,89633,67327,22306
2016-06-01,JP Morgan,CitiBank Pune,83741,61678,22063
2016-07-01,JP Morgan,CitiBank Pune,81644,62636,19008
2016-08-01,JP Morgan,CitiBank Pune,84216,66957,17259
2016-09-01,JP Morgan,CitiBank Pune,97644,56869,40775
2016-10-01,JP Morgan,CitiBank Pune,95283,58877,36406
2016-11-01,JP Morgan,CitiBank Pune,94984,54585,40399
2016-12-01,JP Morgan,CitiBank Pune,96519,53458,43061
2017-01-01,JP Morgan,CitiBank Pune,98821,59547,39274
2017-02-01,JP Morgan,CitiBank Pune,97227,53495,43732
2017-03-01,JP Morgan,CitiBank Pune,98736,51293,47443
2017-04-01,JP Morgan,CitiBank Pune,92269,52985,39284
2017-05-01,JP Morgan,CitiBank Pune,94134,52287,41847
2017-06-01,JP Morgan,CitiBank Pune,91338,51557,39781
2017-07-01,JP Morgan,CitiBank Pune,108829,55873,52956
2017-08-01,JP Morgan,CitiBank Pune,108219,55391,52828
2017-09-01,JP Morgan,CitiBank Pune,101143,58669,42474
2017-10-01,JP Morgan,CitiBank Pune,109172,54178,54994
2017-11-01,JP Morgan,CitiBank Pune,101554,51671,49883
2017-12-01,JP Morgan,CitiBank Pune,108432,55983,52449
2018-01-01,JP Morgan,CitiBank Pune,103257,52585,50672
2018-02-01,JP Morgan,CitiBank Pune,102113,59827,42286
2018-03-01,JP Morgan,CitiBank Pune,103211,58338,44873
2018-04-01,JP Morgan,CitiBank Pune,102537,59574,42963
2010-01-01,JP Morgan,CitiBank Singapore,14944,92736,-77792
2010-02-01,JP Morgan,CitiBank Singapore,13715,99942,-86227
2010-03-01,JP Morgan,CitiBank Singapore,15427,96872,-81445
2010-04-01,JP Morgan,CitiBank Singapore,12676,98486,-85810
2010-05-01,JP Morgan,CitiBank Singapore,18377,96965,-78588
2010-06-01,JP Morgan,CitiBank Singapore,13115,97236,-84121
2010-07-01,JP Morgan,CitiBank Singapore,14984,92118,-77134
2010-08-01,JP Morgan,CitiBank Singapore,13939,96454,-82515
2010-09-01,JP Morgan,CitiBank Singapore,11223,98424,-87201
2010-10-01,JP Morgan,CitiBank Singapore,13438,94761,-81323
2010-11-01,JP Morgan,CitiBank Singapore,27886,95789,-67903
2010-12-01,JP Morgan,CitiBank Singapore,22965,92991,-70026
2011-01-01,JP Morgan,CitiBank Singapore,28977,96323,-67346
2011-02-01,JP Morgan,CitiBank Singapore,21148,97721,-76573
2011-03-01,JP Morgan,CitiBank Singapore,23722,92785,-69063
2011-04-01,JP Morgan,CitiBank Singapore,28185,94436,-66251
2011-05-01,JP Morgan,CitiBank Singapore,22542,92727,-70185
2011-06-01,JP Morgan,CitiBank Singapore,26221,99647,-73426
2011-07-01,JP Morgan,CitiBank Singapore,24467,91439,-66972
2011-08-01,JP Morgan,CitiBank Singapore,25569,94523,-68954
2011-09-01,JP Morgan,CitiBank Singapore,38495,86818,-48323
2011-10-01,JP Morgan,CitiBank Singapore,36313,89996,-53683
2011-11-01,JP Morgan,CitiBank Singapore,38615,85493,-46878
2011-12-01,JP Morgan,CitiBank Singapore,39246,85529,-46283
2012-01-01,JP Morgan,CitiBank Singapore,37862,84931,-47069
2012-02-01,JP Morgan,CitiBank Singapore,38739,89926,-51187
2012-03-01,JP Morgan,CitiBank Singapore,35431,86387,-50956
2012-04-01,JP Morgan,CitiBank Singapore,39975,87188,-47213
2012-05-01,JP Morgan,CitiBank Singapore,38686,89954,-51268
2012-06-01,JP Morgan,CitiBank Singapore,33566,88532,-54966
2012-07-01,JP Morgan,CitiBank Singapore,45424,84598,-39174
2012-08-01,JP Morgan,CitiBank Singapore,45249,89972,-44723
2012-09-01,JP Morgan,CitiBank Singapore,47997,89747,-41750
2012-10-01,JP Morgan,CitiBank Singapore,43384,88643,-45259
2012-11-01,JP Morgan,CitiBank Singapore,47382,88111,-40729
2012-12-01,JP Morgan,CitiBank Singapore,47849,84643,-36794
2013-01-01,JP Morgan,CitiBank Singapore,45849,87683,-41834
2013-02-01,JP Morgan,CitiBank Singapore,45529,87787,-42258
2013-03-01,JP Morgan,CitiBank Singapore,42776,81987,-39211
2013-04-01,JP Morgan,CitiBank Singapore,48627,82694,-34067
2013-05-01,JP Morgan,CitiBank Singapore,58363,71673,-13310
2013-06-01,JP Morgan,CitiBank Singapore,53583,72133,-18550
2013-07-01,JP Morgan,CitiBank Singapore,56913,74171,-17258
2013-08-01,JP Morgan,CitiBank Singapore,53576,73467,-19891
2013-09-01,JP Morgan,CitiBank Singapore,54556,77159,-22603
2013-10-01,JP Morgan,CitiBank Singapore,52854,74472,-21618
2013-11-01,JP Morgan,CitiBank Singapore,53276,77112,-23836
2013-12-01,JP Morgan,CitiBank Singapore,59577,71434,-11857
2014-01-01,JP Morgan,CitiBank Singapore,52336,74152,-21816
2014-02-01,JP Morgan,CitiBank Singapore,57115,76826,-19711
2014-03-01,JP Morgan,CitiBank Singapore,67537,72794,-5257
2014-04-01,JP Morgan,CitiBank Singapore,69923,79112,-9189
2014-05-01,JP Morgan,CitiBank Singapore,63758,77611,-13853
2014-06-01,JP Morgan,CitiBank Singapore,69419,72615,-3196
2014-07-01,JP Morgan,CitiBank Singapore,61126,72714,-11588
2014-08-01,JP Morgan,CitiBank Singapore,67145,76535,-9390
2014-09-01,JP Morgan,CitiBank Singapore,69849,76853,-7004
2014-10-01,JP Morgan,CitiBank Singapore,68619,79869,-11250
2014-11-01,JP Morgan,CitiBank Singapore,65441,72565,-7124
2014-12-01,JP Morgan,CitiBank Singapore,61312,78632,-17320
2015-01-01,JP Morgan,CitiBank Singapore,73545,67355,6190
2015-02-01,JP Morgan,CitiBank Singapore,78952,69786,9166
2015-03-01,JP Morgan,CitiBank Singapore,79923,69561,10362
2015-04-01,JP Morgan,CitiBank Singapore,75329,62565,12764
2015-05-01,JP Morgan,CitiBank Singapore,71698,62293,9405
2015-06-01,JP Morgan,CitiBank Singapore,77749,62136,15613
2015-07-01,JP Morgan,CitiBank Singapore,72568,67184,5384
2015-08-01,JP Morgan,CitiBank Singapore,71896,62195,9701
2015-09-01,JP Morgan,CitiBank Singapore,71799,61824,9975
2015-10-01,JP Morgan,CitiBank Singapore,75571,69991,5580
2015-11-01,JP Morgan,CitiBank Singapore,86796,66898,19898
2015-12-01,JP Morgan,CitiBank Singapore,86452,68613,17839
2016-01-01,JP Morgan,CitiBank Singapore,82385,66346,16039
2016-02-01,JP Morgan,CitiBank Singapore,87729,68435,19294
2016-03-01,JP Morgan,CitiBank Singapore,88978,67289,21689
2016-04-01,JP Morgan,CitiBank Singapore,84333,65164,19169
2016-05-01,JP Morgan,CitiBank Singapore,87377,62567,24810
2016-06-01,JP Morgan,CitiBank Singapore,87256,67329,19927
2016-07-01,JP Morgan,CitiBank Singapore,89617,63293,26324
2016-08-01,JP Morgan,CitiBank Singapore,81129,66879,14250
2016-09-01,JP Morgan,CitiBank Singapore,91137,51941,39196
2016-10-01,JP Morgan,CitiBank Singapore,95739,58873,36866
2016-11-01,JP Morgan,CitiBank Singapore,94983,53412,41571
2016-12-01,JP Morgan,CitiBank Singapore,99289,55611,43678
2017-01-01,JP Morgan,CitiBank Singapore,97818,53988,43830
2017-02-01,JP Morgan,CitiBank Singapore,98733,56511,42222
2017-03-01,JP Morgan,CitiBank Singapore,91923,59833,32090
2017-04-01,JP Morgan,CitiBank Singapore,98498,51522,46976
2017-05-01,JP Morgan,CitiBank Singapore,91211,56229,34982
2017-06-01,JP Morgan,CitiBank Singapore,93681,51548,42133
2017-07-01,JP Morgan,CitiBank Singapore,108933,53444,55489
2017-08-01,JP Morgan,CitiBank Singapore,109579,52269,57310
2017-09-01,JP Morgan,CitiBank Singapore,107154,53446,53708
2017-10-01,JP Morgan,CitiBank Singapore,105937,54336,51601
2017-11-01,JP Morgan,CitiBank Singapore,104783,58615,46168
2017-12-01,JP Morgan,CitiBank Singapore,103162,55294,47868
2018-01-01,JP Morgan,CitiBank Singapore,107713,52536,55177
2018-02-01,JP Morgan,CitiBank Singapore,102465,52284,50181
2018-03-01,JP Morgan,CitiBank Singapore,105641,54295,51346
2018-04-01,JP Morgan,CitiBank Singapore,105365,56488,48877
2010-01-01,JP Morgan,CitiBank HongKong,17772,94358,-76586
2010-02-01,JP Morgan,CitiBank HongKong,13171,98514,-85343
2010-03-01,JP Morgan,CitiBank HongKong,19699,93577,-73878
2010-04-01,JP Morgan,CitiBank HongKong,18778,94584,-75806
2010-05-01,JP Morgan,CitiBank HongKong,19622,98228,-78606
2010-06-01,JP Morgan,CitiBank HongKong,11598,97234,-85636
2010-07-01,JP Morgan,CitiBank HongKong,18175,99578,-81403
2010-08-01,JP Morgan,CitiBank HongKong,18771,97942,-79171
2010-09-01,JP Morgan,CitiBank HongKong,13836,97337,-83501
2010-10-01,JP Morgan,CitiBank HongKong,12291,94521,-82230
2010-11-01,JP Morgan,CitiBank HongKong,26393,91128,-64735
2010-12-01,JP Morgan,CitiBank HongKong,29489,93941,-64452
2011-01-01,JP Morgan,CitiBank HongKong,26857,93341,-66484
2011-02-01,JP Morgan,CitiBank HongKong,28681,97771,-69090
2011-03-01,JP Morgan,CitiBank HongKong,26698,99571,-72873
2011-04-01,JP Morgan,CitiBank HongKong,28735,99283,-70548
2011-05-01,JP Morgan,CitiBank HongKong,27999,99826,-71827
2011-06-01,JP Morgan,CitiBank HongKong,22693,95679,-72986
2011-07-01,JP Morgan,CitiBank HongKong,24226,97719,-73493
2011-08-01,JP Morgan,CitiBank HongKong,25291,91377,-66086
2011-09-01,JP Morgan,CitiBank HongKong,39437,89881,-50444
2011-10-01,JP Morgan,CitiBank HongKong,36512,85659,-49147
2011-11-01,JP Morgan,CitiBank HongKong,31432,84854,-53422
2011-12-01,JP Morgan,CitiBank HongKong,36874,86548,-49674
2012-01-01,JP Morgan,CitiBank HongKong,38442,87992,-49550
2012-02-01,JP Morgan,CitiBank HongKong,34578,85355,-50777
2012-03-01,JP Morgan,CitiBank HongKong,37423,85948,-48525
2012-04-01,JP Morgan,CitiBank HongKong,32882,86899,-54017
2012-05-01,JP Morgan,CitiBank HongKong,33313,83975,-50662
2012-06-01,JP Morgan,CitiBank HongKong,39453,81953,-42500
2012-07-01,JP Morgan,CitiBank HongKong,46215,89116,-42901
2012-08-01,JP Morgan,CitiBank HongKong,48878,87613,-38735
2012-09-01,JP Morgan,CitiBank HongKong,43785,83961,-40176
2012-10-01,JP Morgan,CitiBank HongKong,48522,81462,-32940
2012-11-01,JP Morgan,CitiBank HongKong,49714,83875,-34161
2012-12-01,JP Morgan,CitiBank HongKong,42149,85392,-43243
2013-01-01,JP Morgan,CitiBank HongKong,45598,84687,-39089
2013-02-01,JP Morgan,CitiBank HongKong,48854,88185,-39331
2013-03-01,JP Morgan,CitiBank HongKong,45685,89851,-44166
2013-04-01,JP Morgan,CitiBank HongKong,49461,84858,-35397
2013-05-01,JP Morgan,CitiBank HongKong,56644,72825,-16181
2013-06-01,JP Morgan,CitiBank HongKong,58584,77722,-19138
2013-07-01,JP Morgan,CitiBank HongKong,58768,74824,-16056
2013-08-01,JP Morgan,CitiBank HongKong,59223,78577,-19354
2013-09-01,JP Morgan,CitiBank HongKong,58426,76315,-17889
2013-10-01,JP Morgan,CitiBank HongKong,54228,73469,-19241
2013-11-01,JP Morgan,CitiBank HongKong,56133,72857,-16724
2013-12-01,JP Morgan,CitiBank HongKong,54544,77454,-22910
2014-01-01,JP Morgan,CitiBank HongKong,57716,79812,-22096
2014-02-01,JP Morgan,CitiBank HongKong,57822,72778,-14956
2014-03-01,JP Morgan,CitiBank HongKong,62189,76196,-14007
2014-04-01,JP Morgan,CitiBank HongKong,64133,71217,-7084
2014-05-01,JP Morgan,CitiBank HongKong,69734,71922,-2188
2014-06-01,JP Morgan,CitiBank HongKong,67121,71497,-4376
2014-07-01,JP Morgan,CitiBank HongKong,62526,78877,-16351
2014-08-01,JP Morgan,CitiBank HongKong,62745,75738,-12993
2014-09-01,JP Morgan,CitiBank HongKong,69549,77369,-7820
2014-10-01,JP Morgan,CitiBank HongKong,69146,78176,-9030
2014-11-01,JP Morgan,CitiBank HongKong,62623,77361,-14738
2014-12-01,JP Morgan,CitiBank HongKong,64163,79254,-15091
2015-01-01,JP Morgan,CitiBank HongKong,75258,68569,6689
2015-02-01,JP Morgan,CitiBank HongKong,72366,67456,4910
2015-03-01,JP Morgan,CitiBank HongKong,71173,62514,8659
2015-04-01,JP Morgan,CitiBank HongKong,73197,64991,8206
2015-05-01,JP Morgan,CitiBank HongKong,76481,67789,8692
2015-06-01,JP Morgan,CitiBank HongKong,72489,64471,8018
2015-07-01,JP Morgan,CitiBank HongKong,79975,62726,17249
2015-08-01,JP Morgan,CitiBank HongKong,72546,68146,4400
2015-09-01,JP Morgan,CitiBank HongKong,77522,63266,14256
2015-10-01,JP Morgan,CitiBank HongKong,71734,67581,4153
2015-11-01,JP Morgan,CitiBank HongKong,86887,63477,23410
2015-12-01,JP Morgan,CitiBank HongKong,81749,63757,17992
2016-01-01,JP Morgan,CitiBank HongKong,81283,68911,12372
2016-02-01,JP Morgan,CitiBank HongKong,89936,62983,26953
2016-03-01,JP Morgan,CitiBank HongKong,89459,69587,19872
2016-04-01,JP Morgan,CitiBank HongKong,87163,63438,23725
2016-05-01,JP Morgan,CitiBank HongKong,84776,62752,22024
2016-06-01,JP Morgan,CitiBank HongKong,89528,61317,28211
2016-07-01,JP Morgan,CitiBank HongKong,88979,66731,22248
2016-08-01,JP Morgan,CitiBank HongKong,88951,68728,20223
2016-09-01,JP Morgan,CitiBank HongKong,95476,51581,43895
2016-10-01,JP Morgan,CitiBank HongKong,91427,52966,38461
2016-11-01,JP Morgan,CitiBank HongKong,98956,58467,40489
2016-12-01,JP Morgan,CitiBank HongKong,91217,52913,38304
2017-01-01,JP Morgan,CitiBank HongKong,92292,54714,37578
2017-02-01,JP Morgan,CitiBank HongKong,96657,56346,40311
2017-03-01,JP Morgan,CitiBank HongKong,92722,52237,40485
2017-04-01,JP Morgan,CitiBank HongKong,98773,57924,40849
2017-05-01,JP Morgan,CitiBank HongKong,93153,57786,35367
2017-06-01,JP Morgan,CitiBank HongKong,95541,58419,37122
2017-07-01,JP Morgan,CitiBank HongKong,108367,52935,55432
2017-08-01,JP Morgan,CitiBank HongKong,101937,55952,45985
2017-09-01,JP Morgan,CitiBank HongKong,107832,51896,55936
2017-10-01,JP Morgan,CitiBank HongKong,103392,56116,47276
2017-11-01,JP Morgan,CitiBank HongKong,106475,52429,54046
2017-12-01,JP Morgan,CitiBank HongKong,104674,53368,51306
2018-01-01,JP Morgan,CitiBank HongKong,103211,51833,51378
2018-02-01,JP Morgan,CitiBank HongKong,108169,59292,48877
2018-03-01,JP Morgan,CitiBank HongKong,107257,58759,48498
2018-04-01,JP Morgan,CitiBank HongKong,101672,52192,49480
2010-01-01,Bank of America,CitiBank New York,11542,94663,-83121
2010-02-01,Bank of America,CitiBank New York,18914,94592,-75678
2010-03-01,Bank of America,CitiBank New York,18148,99997,-81849
2010-04-01,Bank of America,CitiBank New York,17796,93355,-75559
2010-05-01,Bank of America,CitiBank New York,15624,91881,-76257
2010-06-01,Bank of America,CitiBank New York,17678,91491,-73813
2010-07-01,Bank of America,CitiBank New York,18356,95492,-77136
2010-08-01,Bank of America,CitiBank New York,11236,92977,-81741
2010-09-01,Bank of America,CitiBank New York,19242,98222,-78980
2010-10-01,Bank of America,CitiBank New York,18488,99416,-80928
2010-11-01,Bank of America,CitiBank New York,28413,92483,-64070
2010-12-01,Bank of America,CitiBank New York,25336,95421,-70085
2011-01-01,Bank of America,CitiBank New York,23592,92512,-68920
2011-02-01,Bank of America,CitiBank New York,23956,97669,-73713
2011-03-01,Bank of America,CitiBank New York,23728,92155,-68427
2011-04-01,Bank of America,CitiBank New York,26736,93182,-66446
2011-05-01,Bank of America,CitiBank New York,26471,99449,-72978
2011-06-01,Bank of America,CitiBank New York,25845,92132,-66287
2011-07-01,Bank of America,CitiBank New York,25575,95296,-69721
2011-08-01,Bank of America,CitiBank New York,25239,92469,-67230
2011-09-01,Bank of America,CitiBank New York,35156,83367,-48211
2011-10-01,Bank of America,CitiBank New York,39796,82498,-42702
2011-11-01,Bank of America,CitiBank New York,39357,81161,-41804
2011-12-01,Bank of America,CitiBank New York,37345,85965,-48620
2012-01-01,Bank of America,CitiBank New York,38556,85964,-47408
2012-02-01,Bank of America,CitiBank New York,37299,83353,-46054
2012-03-01,Bank of America,CitiBank New York,32259,87159,-54900
2012-04-01,Bank of America,CitiBank New York,31712,85834,-54122
2012-05-01,Bank of America,CitiBank New York,34155,82329,-48174
2012-06-01,Bank of America,CitiBank New York,39245,81537,-42292
2012-07-01,Bank of America,CitiBank New York,45621,84784,-39163
2012-08-01,Bank of America,CitiBank New York,44126,89332,-45206
2012-09-01,Bank of America,CitiBank New York,44791,86923,-42132
2012-10-01,Bank of America,CitiBank New York,49383,87689,-38306
2012-11-01,Bank of America,CitiBank New York,41923,81262,-39339
2012-12-01,Bank of America,CitiBank New York,45554,85438,-39884
2013-01-01,Bank of America,CitiBank New York,46739,86358,-39619
2013-02-01,Bank of America,CitiBank New York,45513,82762,-37249
2013-03-01,Bank of America,CitiBank New York,44418,86156,-41738
2013-04-01,Bank of America,CitiBank New York,46656,81944,-35288
2013-05-01,Bank of America,CitiBank New York,59627,78783,-19156
2013-06-01,Bank of America,CitiBank New York,55533,76465,-20932
2013-07-01,Bank of America,CitiBank New York,56439,71498,-15059
2013-08-01,Bank of America,CitiBank New York,54146,71534,-17388
2013-09-01,Bank of America,CitiBank New York,53949,72893,-18944
2013-10-01,Bank of America,CitiBank New York,53751,72718,-18967
2013-11-01,Bank of America,CitiBank New York,52228,75689,-23461
2013-12-01,Bank of America,CitiBank New York,58912,77759,-18847
2014-01-01,Bank of America,CitiBank New York,53466,78133,-24667
2014-02-01,Bank of America,CitiBank New York,58217,77556,-19339
2014-03-01,Bank of America,CitiBank New York,64258,73111,-8853
2014-04-01,Bank of America,CitiBank New York,64647,73745,-9098
2014-05-01,Bank of America,CitiBank New York,63621,74945,-11324
2014-06-01,Bank of America,CitiBank New York,62887,76861,-13974
2014-07-01,Bank of America,CitiBank New York,63752,71923,-8171
2014-08-01,Bank of America,CitiBank New York,64228,75244,-11016
2014-09-01,Bank of America,CitiBank New York,63125,78995,-15870
2014-10-01,Bank of America,CitiBank New York,61739,72668,-10929
2014-11-01,Bank of America,CitiBank New York,66637,77984,-11347
2014-12-01,Bank of America,CitiBank New York,61125,79128,-18003
2015-01-01,Bank of America,CitiBank New York,72248,68135,4113
2015-02-01,Bank of America,CitiBank New York,74198,67259,6939
2015-03-01,Bank of America,CitiBank New York,74727,63171,11556
2015-04-01,Bank of America,CitiBank New York,79713,64362,15351
2015-05-01,Bank of America,CitiBank New York,78238,69158,9080
2015-06-01,Bank of America,CitiBank New York,72525,65569,6956
2015-07-01,Bank of America,CitiBank New York,76226,62352,13874
2015-08-01,Bank of America,CitiBank New York,78366,62412,15954
2015-09-01,Bank of America,CitiBank New York,75723,64822,10901
2015-10-01,Bank of America,CitiBank New York,73836,66644,7192
2015-11-01,Bank of America,CitiBank New York,86841,65113,21728
2015-12-01,Bank of America,CitiBank New York,86255,64477,21778
2016-01-01,Bank of America,CitiBank New York,85229,66567,18662
2016-02-01,Bank of America,CitiBank New York,87827,62596,25231
2016-03-01,Bank of America,CitiBank New York,88382,67747,20635
2016-04-01,Bank of America,CitiBank New York,81412,69982,11430
2016-05-01,Bank of America,CitiBank New York,82378,65324,17054
2016-06-01,Bank of America,CitiBank New York,85967,64191,21776
2016-07-01,Bank of America,CitiBank New York,82515,66268,16247
2016-08-01,Bank of America,CitiBank New York,89517,66195,23322
2016-09-01,Bank of America,CitiBank New York,97629,51571,46058
2016-10-01,Bank of America,CitiBank New York,98345,58366,39979
2016-11-01,Bank of America,CitiBank New York,93837,58142,35695
2016-12-01,Bank of America,CitiBank New York,94368,58985,35383
2017-01-01,Bank of America,CitiBank New York,97111,58799,38312
2017-02-01,Bank of America,CitiBank New York,93465,51115,42350
2017-03-01,Bank of America,CitiBank New York,98143,58217,39926
2017-04-01,Bank of America,CitiBank New York,91779,54794,36985
2017-05-01,Bank of America,CitiBank New York,93472,59492,33980
2017-06-01,Bank of America,CitiBank New York,91545,51228,40317
2017-07-01,Bank of America,CitiBank New York,104651,51458,53193
2017-08-01,Bank of America,CitiBank New York,103326,51163,52163
2017-09-01,Bank of America,CitiBank New York,109911,59258,50653
2017-10-01,Bank of America,CitiBank New York,105295,56682,48613
2017-11-01,Bank of America,CitiBank New York,102414,54612,47802
2017-12-01,Bank of America,CitiBank New York,104618,59152,45466
2018-01-01,Bank of America,CitiBank New York,108673,57634,51039
2018-02-01,Bank of America,CitiBank New York,103639,52513,51126
2018-03-01,Bank of America,CitiBank New York,101536,52348,49188
